Participant,Absolute Time,Minute Count,Acceleration Sum,Acceleration Variance
P12,4/2/18 17:00,60,4.704102671,0.012115565
P12,4/2/18 18:00,60,4.134780677,0.002782706
P12,4/2/18 19:00,60,0.892912288,0.000238694
P12,4/2/18 20:00,60,1.858704473,0.000955897
P12,4/2/18 21:00,60,1.954969366,0.000975668
P12,4/2/18 22:00,60,0.345144052,9.70E-06
P12,4/2/18 23:00,60,0.320936773,5.14E-06
P12,4/3/18 0:00,60,0.403202841,2.88E-05
P12,4/3/18 1:00,60,0.546072007,9.96E-05
P12,4/3/18 2:00,60,0.439752534,1.82E-05
P12,4/3/18 3:00,60,0.516860173,3.96E-05
P12,4/3/18 4:00,60,0.570961644,0.000146913
P12,4/3/18 5:00,60,0.697450593,0.00010644
P12,4/3/18 6:00,60,0.432353516,3.66E-05
P12,4/3/18 7:00,60,0.953880339,0.000451979
P12,4/3/18 8:00,60,0.741652312,0.000207093
P12,4/3/18 9:00,60,0.720032394,0.000139879
P12,4/3/18 10:00,60,1.574161423,0.000841875
P12,4/3/18 11:00,60,2.488804712,0.000578869
P12,4/3/18 12:00,60,1.248530335,0.000457978
P12,4/3/18 13:00,60,6.479776155,0.002878335
P12,4/3/18 14:00,60,2.356375139,0.000464545
P12,4/3/18 15:00,60,3.630925916,0.001663296
P12,4/3/18 16:00,60,2.231591699,0.001337658
P12,4/3/18 17:00,60,1.339818879,0.000742962
P12,4/3/18 18:00,60,0.325242493,8.77E-05
P12,4/3/18 19:00,60,0.30225963,6.98E-05
P12,4/3/18 20:00,60,0.221833032,1.81E-09
P12,4/3/18 21:00,60,0.221466493,2.50E-09
P12,4/3/18 22:00,60,0.218738319,1.75E-09
P12,4/3/18 23:00,60,0.216992572,2.48E-09
P12,4/4/18 0:00,60,0.215637791,1.68E-09
P12,4/4/18 1:00,60,0.213655443,2.65E-09
P12,4/4/18 2:00,60,0.212369846,1.72E-09
P12,4/4/18 3:00,60,0.211436235,1.20E-09
P12,4/4/18 4:00,60,0.210689217,1.44E-09
P12,4/4/18 5:00,60,0.210503996,1.69E-09
P12,4/4/18 6:00,60,0.209418563,1.88E-09
P12,4/4/18 7:00,60,0.208935505,1.38E-09
P12,4/4/18 8:00,60,0.209047436,2.25E-09
P12,4/4/18 9:00,60,0.209128318,1.32E-09
P12,4/4/18 10:00,60,0.209490511,1.92E-09
P12,4/4/18 11:00,60,0.209162313,1.62E-09
P12,4/4/18 12:00,60,0.827547502,0.000837141
P12,4/4/18 13:00,60,4.402938732,0.014705032
P12,4/4/18 14:00,47,1.261707641,0.005015656
P12,4/2/18 17:00,60,4.704102671,0.012115565
P12,4/2/18 18:00,60,4.134780677,0.002782706
P12,4/2/18 19:00,60,0.892912288,0.000238694
P12,4/2/18 20:00,60,1.858704473,0.000955897
P12,4/2/18 21:00,60,1.954969366,0.000975668
P12,4/2/18 22:00,60,0.345144052,9.70E-06
P12,4/2/18 23:00,60,0.320936773,5.14E-06
P12,4/3/18 0:00,60,0.403202841,2.88E-05
P12,4/3/18 1:00,60,0.546072007,9.96E-05
P12,4/3/18 2:00,60,0.439752534,1.82E-05
P12,4/3/18 3:00,60,0.516860173,3.96E-05
P12,4/3/18 4:00,60,0.570961644,0.000146913
P12,4/3/18 5:00,60,0.697450593,0.00010644
P12,4/3/18 6:00,60,0.432353516,3.66E-05
P12,4/3/18 7:00,60,0.953880339,0.000451979
P12,4/3/18 8:00,60,0.741652312,0.000207093
P12,4/3/18 9:00,60,0.720032394,0.000139879
P12,4/3/18 10:00,60,1.574161423,0.000841875
P12,4/3/18 11:00,60,2.488804712,0.000578869
P12,4/3/18 12:00,60,1.248530335,0.000457978
P12,4/3/18 13:00,60,6.479776155,0.002878335
P12,4/3/18 14:00,60,2.356375139,0.000464545
P12,4/3/18 15:00,60,3.630925916,0.001663296
P12,4/3/18 16:00,60,2.231591699,0.001337658
P12,4/3/18 17:00,60,1.339818879,0.000742962
P12,4/3/18 18:00,60,0.325242493,8.77E-05
P12,4/3/18 19:00,60,0.30225963,6.98E-05
P12,4/3/18 20:00,60,0.221833032,1.81E-09
P12,4/3/18 21:00,60,0.221466493,2.50E-09
P12,4/3/18 22:00,60,0.218738319,1.75E-09
P12,4/3/18 23:00,60,0.216992572,2.48E-09
P12,4/4/18 0:00,60,0.215637791,1.68E-09
P12,4/4/18 1:00,60,0.213655443,2.65E-09
P12,4/4/18 2:00,60,0.212369846,1.72E-09
P12,4/4/18 3:00,60,0.211436235,1.20E-09
P12,4/4/18 4:00,60,0.210689217,1.44E-09
P12,4/4/18 5:00,60,0.210503996,1.69E-09
P12,4/4/18 6:00,60,0.209418563,1.88E-09
P12,4/4/18 7:00,60,0.208935505,1.38E-09
P12,4/4/18 8:00,60,0.209047436,2.25E-09
P12,4/4/18 9:00,60,0.209128318,1.32E-09
P12,4/4/18 10:00,60,0.209490511,1.92E-09
P12,4/4/18 11:00,60,0.209162313,1.62E-09
P12,4/4/18 12:00,60,0.827547502,0.000837141
P12,4/4/18 13:00,60,4.402938732,0.014705032
P12,4/4/18 14:00,47,1.261707641,0.005015656
P13,4/7/18 14:00,60,4.889072939,0.012398224
P13,4/7/18 15:00,60,4.238947669,0.002695262
P13,4/7/18 16:00,60,4.198590887,0.002378855
P13,4/7/18 17:00,60,4.270270921,0.001616178
P13,4/7/18 18:00,60,4.556922381,0.00479247
P13,4/7/18 19:00,60,3.411121817,0.003430966
P13,4/7/18 20:00,60,0.971557906,0.000395761
P13,4/7/18 21:00,60,0.722524094,2.67E-05
P13,4/7/18 22:00,60,0.865549195,0.000138652
P13,4/7/18 23:00,60,0.941471174,0.000119861
P13,4/8/18 0:00,60,0.994914148,0.000135249
P13,4/8/18 1:00,60,1.003635489,0.000160855
P13,4/8/18 2:00,60,1.154194798,0.000215552
P13,4/8/18 3:00,60,1.249924676,0.000182228
P13,4/8/18 4:00,60,1.289708106,0.000641721
P13,4/8/18 5:00,60,1.208076241,0.00056375
P13,4/8/18 6:00,60,1.119399152,0.000168343
P13,4/8/18 7:00,60,1.414002473,0.000233048
P13,4/8/18 8:00,60,2.973739336,0.001288792
P13,4/8/18 9:00,60,2.990624249,0.000894413
P13,4/8/18 10:00,60,3.628686979,0.001387158
P13,4/8/18 11:00,60,3.250685061,0.000489009
P13,4/8/18 12:00,60,4.319150006,0.001087627
P13,4/8/18 13:00,60,3.346449652,0.002168451
P13,4/8/18 14:00,60,3.802810147,0.002602284
P13,4/8/18 15:00,60,3.985731659,0.001254733
P13,4/8/18 16:00,60,2.833712912,0.001586823
P13,4/8/18 17:00,60,4.137860135,0.003756604
P13,4/8/18 18:00,60,4.582838333,0.002210632
P13,4/8/18 19:00,60,4.346643284,0.002966143
P13,4/8/18 20:00,60,0.677756284,4.92E-05
P13,4/8/18 21:00,60,0.614959725,1.43E-05
P13,4/8/18 22:00,60,0.601483069,3.89E-05
P13,4/8/18 23:00,60,0.820964309,4.78E-05
P13,4/9/18 0:00,60,1.148820536,0.000277249
P13,4/9/18 1:00,60,0.734092413,0.00014346
P13,4/9/18 2:00,60,0.885890146,7.10E-05
P13,4/9/18 3:00,60,2.402993803,0.001841155
P13,4/9/18 4:00,60,1.424682831,0.00072217
P13,4/9/18 5:00,60,0.923296949,0.000313268
P13,4/9/18 6:00,60,1.335051309,0.000844591
P13,4/9/18 7:00,60,0.988055828,0.000540281
P13,4/9/18 8:00,60,3.243472233,0.001431044
P13,4/9/18 9:00,60,2.557792756,0.001247089
P13,4/9/18 10:00,60,2.638733443,0.000885851
P13,4/9/18 11:00,60,2.465233052,0.001608093
P13,4/9/18 12:00,60,0.240868766,1.77E-05
P13,4/9/18 13:00,60,1.793855511,0.000938071
P13,4/9/18 14:00,9,1.366027446,0.011207999
P13,4/7/18 14:00,60,4.889072939,0.012398224
P13,4/7/18 15:00,60,4.238947669,0.002695262
P13,4/7/18 16:00,60,4.198590887,0.002378855
P13,4/7/18 17:00,60,4.270270921,0.001616178
P13,4/7/18 18:00,60,4.556922381,0.00479247
P13,4/7/18 19:00,60,3.411121817,0.003430966
P13,4/7/18 20:00,60,0.971557906,0.000395761
P13,4/7/18 21:00,60,0.722524094,2.67E-05
P13,4/7/18 22:00,60,0.865549195,0.000138652
P13,4/7/18 23:00,60,0.941471174,0.000119861
P13,4/8/18 0:00,60,0.994914148,0.000135249
P13,4/8/18 1:00,60,1.003635489,0.000160855
P13,4/8/18 2:00,60,1.154194798,0.000215552
P13,4/8/18 3:00,60,1.249924676,0.000182228
P13,4/8/18 4:00,60,1.289708106,0.000641721
P13,4/8/18 5:00,60,1.208076241,0.00056375
P13,4/8/18 6:00,60,1.119399152,0.000168343
P13,4/8/18 7:00,60,1.414002473,0.000233048
P13,4/8/18 8:00,60,2.973739336,0.001288792
P13,4/8/18 9:00,60,2.990624249,0.000894413
P13,4/8/18 10:00,60,3.628686979,0.001387158
P13,4/8/18 11:00,60,3.250685061,0.000489009
P13,4/8/18 12:00,60,4.319150006,0.001087627
P13,4/8/18 13:00,60,3.346449652,0.002168451
P13,4/8/18 14:00,60,3.802810147,0.002602284
P13,4/8/18 15:00,60,3.985731659,0.001254733
P13,4/8/18 16:00,60,2.833712912,0.001586823
P13,4/8/18 17:00,60,4.137860135,0.003756604
P13,4/8/18 18:00,60,4.582838333,0.002210632
P13,4/8/18 19:00,60,4.346643284,0.002966143
P13,4/8/18 20:00,60,0.677756284,4.92E-05
P13,4/8/18 21:00,60,0.614959725,1.43E-05
P13,4/8/18 22:00,60,0.601483069,3.89E-05
P13,4/8/18 23:00,60,0.820964309,4.78E-05
P13,4/9/18 0:00,60,1.148820536,0.000277249
P13,4/9/18 1:00,60,0.734092413,0.00014346
P13,4/9/18 2:00,60,0.885890146,7.10E-05
P13,4/9/18 3:00,60,2.402993803,0.001841155
P13,4/9/18 4:00,60,1.424682831,0.00072217
P13,4/9/18 5:00,60,0.923296949,0.000313268
P13,4/9/18 6:00,60,1.335051309,0.000844591
P13,4/9/18 7:00,60,0.988055828,0.000540281
P13,4/9/18 8:00,60,3.243472233,0.001431044
P13,4/9/18 9:00,60,2.557792756,0.001247089
P13,4/9/18 10:00,60,2.638733443,0.000885851
P13,4/9/18 11:00,60,2.465233052,0.001608093
P13,4/9/18 12:00,60,0.240868766,1.77E-05
P13,4/9/18 13:00,60,1.793855511,0.000938071
P13,4/9/18 14:00,9,1.366027446,0.011207999
P14,4/13/18 15:00,60,3.919140769,0.007569258
P14,4/13/18 16:00,60,3.933716796,0.008816368
P14,4/13/18 17:00,60,0.250198931,6.80E-08
P14,4/13/18 18:00,60,0.246421755,1.42E-06
P14,4/13/18 19:00,60,0.220264412,8.61E-07
P14,4/13/18 20:00,60,0.247097465,9.86E-09
P14,4/13/18 21:00,60,0.245972738,2.03E-09
P14,4/13/18 22:00,60,0.246010776,2.83E-09
P14,4/13/18 23:00,60,0.245720017,2.50E-09
P14,4/14/18 0:00,60,0.245522917,2.14E-09
P14,4/14/18 1:00,60,0.244448222,3.46E-09
P14,4/14/18 2:00,60,0.2447963,3.50E-09
P14,4/14/18 3:00,60,0.244811537,1.93E-09
P14,4/14/18 4:00,60,0.244264066,2.07E-09
P14,4/14/18 5:00,60,0.244246548,1.68E-09
P14,4/14/18 6:00,60,0.244252287,3.23E-09
P14,4/14/18 7:00,60,0.317848748,0.000119304
P14,4/14/18 8:00,60,0.194069369,1.77E-09
P14,4/14/18 9:00,60,0.194631485,1.36E-09
P14,4/14/18 10:00,60,0.194990793,1.39E-09
P14,4/14/18 11:00,60,0.279884012,2.06E-05
P14,4/14/18 12:00,60,0.283828309,2.14E-05
P14,4/14/18 13:00,60,0.219384798,1.60E-07
P14,4/14/18 14:00,60,0.244916714,8.92E-07
P14,4/14/18 15:00,60,0.240528488,6.15E-07
P14,4/14/18 16:00,60,0.496938359,0.000368058
P14,4/14/18 17:00,60,0.320363457,0.000116788
P14,4/14/18 18:00,60,0.211204314,1.53E-09
P14,4/14/18 19:00,60,0.211616269,1.66E-09
P14,4/14/18 20:00,60,0.500529334,5.18E-06
P14,4/14/18 21:00,60,0.536889327,7.80E-05
P14,4/14/18 22:00,60,0.212204159,1.58E-09
P14,4/14/18 23:00,60,0.211302439,1.59E-09
P14,4/15/18 0:00,60,0.21125151,1.63E-09
P14,4/15/18 1:00,60,0.21149794,1.61E-09
P14,4/15/18 2:00,60,0.211433662,1.55E-09
P14,4/15/18 3:00,60,0.211540876,1.24E-09
P14,4/15/18 4:00,60,0.211793011,1.74E-09
P14,4/15/18 5:00,60,0.211645516,1.59E-09
P14,4/15/18 6:00,60,0.212298957,1.63E-09
P14,4/15/18 7:00,60,0.211698616,1.93E-09
P14,4/15/18 8:00,60,0.212747292,1.64E-09
P14,4/15/18 9:00,60,0.213538147,1.73E-08
P14,4/15/18 10:00,60,0.211627148,1.56E-09
P14,4/15/18 11:00,60,0.212331642,1.59E-09
P14,4/15/18 12:00,60,0.212841818,1.30E-08
P14,4/15/18 13:00,60,0.210936709,1.54E-09
P14,4/15/18 14:00,60,0.318120418,4.42E-05
P14,4/15/18 15:00,60,0.208413305,2.06E-09
P14,4/15/18 16:00,60,0.208899725,2.48E-08
P14,4/15/18 17:00,60,0.208990331,2.68E-08
P14,4/15/18 18:00,60,0.207198809,1.97E-09
P14,4/15/18 19:00,60,0.280587079,8.70E-05
P14,4/15/18 20:00,60,0.209182747,1.42E-09
P14,4/15/18 21:00,60,0.209219341,1.40E-09
P14,4/15/18 22:00,60,0.209175697,1.60E-09
P14,4/15/18 23:00,60,0.209716918,1.67E-09
P14,4/16/18 0:00,60,0.207669116,1.55E-09
P14,4/16/18 1:00,60,0.207385627,9.58E-10
P14,4/16/18 2:00,60,0.20720391,1.41E-09
P14,4/16/18 3:00,60,0.206985842,1.44E-09
P14,4/16/18 4:00,60,0.206604041,1.25E-09
P14,4/16/18 5:00,60,0.206870671,1.02E-09
P14,4/16/18 6:00,60,0.206830745,1.97E-09
P14,4/16/18 7:00,60,0.207515227,1.78E-09
P14,4/16/18 8:00,60,0.751547588,0.000216823
P14,4/16/18 9:00,60,0.981174144,0.001053746
P14,4/16/18 10:00,60,0.209137503,7.93E-09
P14,4/16/18 11:00,60,0.203374531,9.25E-08
P14,4/16/18 12:00,60,0.195743697,3.00E-08
P14,4/16/18 13:00,60,0.194506059,1.10E-08
P14,4/16/18 14:00,59,0.272625822,8.62E-05
P14,4/13/18 15:00,60,3.919140769,0.007569258
P14,4/13/18 16:00,60,3.933716796,0.008816368
P14,4/13/18 17:00,60,0.250198931,6.80E-08
P14,4/13/18 18:00,60,0.246421755,1.42E-06
P14,4/13/18 19:00,60,0.220264412,8.61E-07
P14,4/13/18 20:00,60,0.247097465,9.86E-09
P14,4/13/18 21:00,60,0.245972738,2.03E-09
P14,4/13/18 22:00,60,0.246010776,2.83E-09
P14,4/13/18 23:00,60,0.245720017,2.50E-09
P14,4/14/18 0:00,60,0.245522917,2.14E-09
P14,4/14/18 1:00,60,0.244448222,3.46E-09
P14,4/14/18 2:00,60,0.2447963,3.50E-09
P14,4/14/18 3:00,60,0.244811537,1.93E-09
P14,4/14/18 4:00,60,0.244264066,2.07E-09
P14,4/14/18 5:00,60,0.244246548,1.68E-09
P14,4/14/18 6:00,60,0.244252287,3.23E-09
P14,4/14/18 7:00,60,0.317848748,0.000119304
P14,4/14/18 8:00,60,0.194069369,1.77E-09
P14,4/14/18 9:00,60,0.194631485,1.36E-09
P14,4/14/18 10:00,60,0.194990793,1.39E-09
P14,4/14/18 11:00,60,0.279884012,2.06E-05
P14,4/14/18 12:00,60,0.283828309,2.14E-05
P14,4/14/18 13:00,60,0.219384798,1.60E-07
P14,4/14/18 14:00,60,0.244916714,8.92E-07
P14,4/14/18 15:00,60,0.240528488,6.15E-07
P14,4/14/18 16:00,60,0.496938359,0.000368058
P14,4/14/18 17:00,60,0.320363457,0.000116788
P14,4/14/18 18:00,60,0.211204314,1.53E-09
P14,4/14/18 19:00,60,0.211616269,1.66E-09
P14,4/14/18 20:00,60,0.500529334,5.18E-06
P14,4/14/18 21:00,60,0.536889327,7.80E-05
P14,4/14/18 22:00,60,0.212204159,1.58E-09
P14,4/14/18 23:00,60,0.211302439,1.59E-09
P14,4/15/18 0:00,60,0.21125151,1.63E-09
P14,4/15/18 1:00,60,0.21149794,1.61E-09
P14,4/15/18 2:00,60,0.211433662,1.55E-09
P14,4/15/18 3:00,60,0.211540876,1.24E-09
P14,4/15/18 4:00,60,0.211793011,1.74E-09
P14,4/15/18 5:00,60,0.211645516,1.59E-09
P14,4/15/18 6:00,60,0.212298957,1.63E-09
P14,4/15/18 7:00,60,0.211698616,1.93E-09
P14,4/15/18 8:00,60,0.212747292,1.64E-09
P14,4/15/18 9:00,60,0.213538147,1.73E-08
P14,4/15/18 10:00,60,0.211627148,1.56E-09
P14,4/15/18 11:00,60,0.212331642,1.59E-09
P14,4/15/18 12:00,60,0.212841818,1.30E-08
P14,4/15/18 13:00,60,0.210936709,1.54E-09
P14,4/15/18 14:00,60,0.318120418,4.42E-05
P14,4/15/18 15:00,60,0.208413305,2.06E-09
P14,4/15/18 16:00,60,0.208899725,2.48E-08
P14,4/15/18 17:00,60,0.208990331,2.68E-08
P14,4/15/18 18:00,60,0.207198809,1.97E-09
P14,4/15/18 19:00,60,0.280587079,8.70E-05
P14,4/15/18 20:00,60,0.209182747,1.42E-09
P14,4/15/18 21:00,60,0.209219341,1.40E-09
